Movie_ID,Movie_Name,Genre,Description,Rating,Release_Year,Tokenised
1186,frozen storm 1186,adventure,Friends follow an ancient map that leads them on an unexpected adventure,8.6,2008.0,friend_follow_ancient_map_lead_unexpected_adventure
1414,lost world 1414,romance,Two people from different backgrounds begin a complicated romantic relationship,6.3,1995.0,two_people_different_background_begin_complicated_romantic_relationship
311,lonely hero 311,action,A superhero battles villains who threaten to destroy the world,9.0,1990.0,superhero_battle_villain_threaten_destroy_world
1341,frozen dream 1341,drama,A talented student works hard to overcome personal and financial challenges,2.1,1985.0,talented_student_work_hard_overcome_personal_financial_challenge
1387,ancient signal 1387,animation,   A curious child befriends a magical creature and explores a hidden kingdom   ,8.2,2020.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1923,silent dream 1923,sci-fi,A crew becomes stranded on a distant planet after their spacecraft is damaged,8.8,2026.0,crew_becomes_stranded_distant_planet_spacecraft_damaged
1361,last empire 1361,animation,Toys secretly come alive and begin an exciting adventure when humans leave,2.3,1988.0,toy_secretly_come_alive_begin_exciting_adventure_human_leave
1465,midnight story 1465,adventure,A captain leads a crew across the ocean in search of a lost kingdom,3.5,2022.0,captain_lead_crew_across_ocean_search_lost_kingdom
820,midnight hero 820,animation,An unlikely group of animated heroes works together to protect their city,7.3,2025.0,unlikely_group_animated_hero_work_together_protect_city
1117,wild mission 1117,animation,An unlikely group of animated heroes works together to protect their city,3.0,2004.0,unlikely_group_animated_hero_work_together_protect_city
1478,silent mission 1478,fantasy,A group of heroes travels through a magical land to defeat an evil ruler,3.3,2016.0,group_hero_travel_magical_land_defeat_evil_ruler
527,midnight city 527,animation,A YOUNG HERO ENTERS A MAGICAL WORLD AND DISCOVERS AN UNEXPECTED POWER !!! @#$,3.5,1985.0,young_hero_enters_magical_world_discovers_unexpected_power
1601,silent planet 1601,sci-fi,A scientist builds an intelligent robot that begins to understand human emotions,1.8,2017.0,scientist_build_intelligent_robot_begin_understand_human_emotion
760,last signal 760,sci-fi,   Humans use advanced technology to travel through time and change the future   ,2.0,2023.0,human_use_advanced_technology_travel_time_change_future
183,frozen night 183,fantasy,A group of heroes travels through a magical land to defeat an evil ruler,3.9,2002.0,group_hero_travel_magical_land_defeat_evil_ruler
171,broken mission 171,horror,   A woman begins seeing frightening events after finding a mysterious object   ,9.8,2020.0,woman_begin_seeing_frightening_event_finding_mysterious_object
1832,last city 1832,fantasy,A prince must recover a powerful magical object before it falls into evil hands,6.7,2011.0,prince_must_recover_powerful_magical_object_fall_evil_hand
1677,broken world 1677, crime ,An investigator uncovers corruption involving powerful people in the city,6.2,2016.0,investigator_uncovers_corruption_involving_powerful_people_city
1180,golden adventure 1180,action,A skilled agent fights a dangerous criminal organization to protect the city,5.5440406976744185,1991.0,skilled_agent_fight_dangerous_criminal_organization_protect_city
1780,hidden heart 1780,fantasy,An ancient prophecy sends unlikely heroes on a dangerous magical journey,1.2,1980.0,ancient_prophecy_sends_unlikely_hero_dangerous_magical_journey
1619,lost dream 1619,romance,Two strangers meet unexpectedly and slowly fall in love despite their differences,6.8,2004.0,two_stranger_meet_unexpectedly_slowly_fall_love_despite_difference
747,unknown planet 747,adventure,Friends follow an ancient map that leads them on an unexpected adventure,5.8,2015.0,friend_follow_ancient_map_lead_unexpected_adventure
273,infinite hero 273,drama,A family struggles with relationships and difficult choices after an unexpected event,7.4,2013.0,family_struggle_relationship_difficult_choice_unexpected_event
1670,infinite storm 1670,sci-fi,A team of astronauts travels through deep space to discover a new planet for humanity,7.1,1989.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
1888,hidden city 1888,action,A superhero battles villains who threaten to destroy the world,5.5440406976744185,1991.0,superhero_battle_villain_threaten_destroy_world
1045,hidden heart 1045,sci-fi,   A team of astronauts travels through deep space to discover a new planet for humanity   ,1.8,2005.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
372,golden dream 372,horror,A journalist investigates strange disappearances connected to an abandoned building 5215 ###,2.5,2009.0,journalist_investigates_strange_disappearance_connected_abandoned_building
223,golden city 223,crime,A criminal mastermind plans a risky robbery while detectives follow his movements,3.0,1986.0,criminal_mastermind_plan_risky_robbery_detective_follow_movement
594,burning signal 594,action,A skilled agent fights a dangerous criminal organization to protect the city,4.4,2022.0,skilled_agent_fight_dangerous_criminal_organization_protect_city
1526,frozen empire 1526,crime,A criminal mastermind plans a risky robbery while detectives follow his movements,3.4,2005.0,criminal_mastermind_plan_risky_robbery_detective_follow_movement
655,secret story 655,adventure,Explorers enter an unknown island filled with dangerous creatures and hidden secrets,2.7,2013.0,explorer_enter_unknown_island_filled_dangerous_creature_hidden_secret
916,dark city 916,action,A former soldier returns to rescue civilians from a powerful enemy,8.9,1992.0,former_soldier_return_rescue_civilian_powerful_enemy
519,frozen mission 519,comedy,An unlucky employee creates chaos while trying to impress a new manager,6.3,2013.0,unlucky_employee_creates_chaos_trying_impress_new_manager
335,burning adventure 335,animation,A young hero enters a magical world and discovers an unexpected power,10.3,2002.0,young_hero_enters_magical_world_discovers_unexpected_power
1423,dark shadow 1423,action,A former soldier returns to rescue civilians from a powerful enemy,5.3,2008.0,former_soldier_return_rescue_civilian_powerful_enemy
1581,final journey 1581,romance,A MUSICIAN FALLS IN LOVE WITH AN ARTIST WHILE BOTH STRUGGLE WITH THEIR CAREERS !!! @#$,5.6,2000.0,musician_fall_love_artist_struggle_career
1597,ancient night 1597,crime,A detective investigates a complicated murder connected to organized crime,3.1,2026.0,detective_investigates_complicated_murder_connected_organized_crime
772,unknown memory 772,action,A skilled agent fights a dangerous criminal organization to protect the city,9.1,2000.0,skilled_agent_fight_dangerous_criminal_organization_protect_city
16,silent story 16,drama,A talented student works hard to overcome personal and financial challenges,3.2,2015.0,talented_student_work_hard_overcome_personal_financial_challenge
944,wild adventure 944,sci-fi,Humans use advanced technology to travel through time and change the future,5.5440406976744185,1985.0,human_use_advanced_technology_travel_time_change_future
1613,unknown storm 1613,drama,A family struggles with relationships and difficult choices after an unexpected event,4.7,1982.0,family_struggle_relationship_difficult_choice_unexpected_event
1660,crimson warrior 1660,sci-fi,A crew becomes stranded on a distant planet after their spacecraft is damaged,5.5,2024.0,crew_becomes_stranded_distant_planet_spacecraft_damaged
1818,infinite shadow 1818,sci-fi,A scientist builds an intelligent robot that begins to understand human emotions,3.4,1986.0,scientist_build_intelligent_robot_begin_understand_human_emotion
571,lonely road 571,crime,A detective investigates a complicated murder connected to organized crime,5.2,1988.0,detective_investigates_complicated_murder_connected_organized_crime
889,final dream 889,sci-fi,A crew becomes stranded on a distant planet after their spacecraft is damaged,3.4,2025.0,crew_becomes_stranded_distant_planet_spacecraft_damaged
1736,crimson world 1736,animation,A curious child befriends a magical creature and explores a hidden kingdom 8961 ###,5.3,1998.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
466,secret city 466,comedy,A family vacation turns into a collection of ridiculous and embarrassing situations,8.1,1984.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
907,secret journey 907,romance,A musician falls in love with an artist while both struggle with their careers,7.4,2015.0,musician_fall_love_artist_struggle_career
200,hidden signal 200,adventure,Friends follow an ancient map that leads them on an unexpected adventure,9.1,2021.0,friend_follow_ancient_map_lead_unexpected_adventure
1303,frozen signal 1303,adventure,Explorers enter an unknown island filled with dangerous creatures and hidden secrets,1.2,2018.0,explorer_enter_unknown_island_filled_dangerous_creature_hidden_secret
1494,hidden memory 1494,animation,A curious child befriends a magical creature and explores a hidden kingdom,3.1,2018.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1407,brave journey 1407,romance,Two people from different backgrounds begin a complicated romantic relationship,12.1,2006.0,two_people_different_background_begin_complicated_romantic_relationship
1000,final dream 1000,horror,A group of friends becomes trapped in a forest where something mysterious follows them,9.6,1980.0,group_friend_becomes_trapped_forest_something_mysterious_follows
858,unknown story 858,drama,A teacher inspires struggling students while facing challenges in his own life,8.7,1983.0,teacher_inspires_struggling_student_facing_challenge_life
1655,brave world 1655,animation,Toys secretly come alive and begin an exciting adventure when humans leave,1.6,2014.0,toy_secretly_come_alive_begin_exciting_adventure_human_leave
789,dark warrior 789,sci-fi,A team of astronauts travels through deep space to discover a new planet for humanity,7.3,2013.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
44,frozen city 44,crime,A young man becomes involved with a criminal organization and struggles to escape,3.7,1983.0,young_man_becomes_involved_criminal_organization_struggle_escape
931,electric adventure 931,adventure,   A captain leads a crew across the ocean in search of a lost kingdom   ,1.0,1982.0,captain_lead_crew_across_ocean_search_lost_kingdom
275,ancient mission 275,romance,A young couple struggles to keep their relationship alive while pursuing their dreams,8.4,2002.0,young_couple_struggle_keep_relationship_alive_pursuing_dream
1453,burning heart 1453,crime,A detective investigates a complicated murder connected to organized crime,3.4,2000.0,detective_investigates_complicated_murder_connected_organized_crime
102,midnight heart 102,adventure,EXPLORERS ENTER AN UNKNOWN ISLAND FILLED WITH DANGEROUS CREATURES AND HIDDEN SECRETS !!! @#$,7.8,2006.0,explorer_enter_unknown_island_filled_dangerous_creature_hidden_secret
1152,golden heart 1152,animation,A young hero enters a magical world and discovers an unexpected power,1.7,2017.0,young_hero_enters_magical_world_discovers_unexpected_power
860,hidden adventure 860, drama ,A businessman reevaluates his life after experiencing a major personal loss,3.3,2003.0,businessman_reevaluates_life_experiencing_major_personal_loss
108,hidden storm 108,horror,A family moves into an old house and discovers a terrifying supernatural presence,9.4,2016.0,family_move_old_house_discovers_terrifying_supernatural_presence
810,infinite storm 810,animation,An unlikely group of animated heroes works together to protect their city,1.9,1988.0,unlikely_group_animated_hero_work_together_protect_city
498,lonely signal 498,horror,Visitors to an isolated village discover a dark secret hidden by the residents,8.4,1982.0,visitor_isolated_village_discover_dark_secret_hidden_resident
1390,broken planet 1390,horror,Visitors to an isolated village discover a dark secret hidden by the residents,1.4,1981.0,visitor_isolated_village_discover_dark_secret_hidden_resident
731,wild city 731, sci-fi ,A TEAM OF ASTRONAUTS TRAVELS THROUGH DEEP SPACE TO DISCOVER A NEW PLANET FOR HUMANITY !!! @#$,7.0,1992.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
1199,hidden night 1199,crime,A detective investigates a complicated murder connected to organized crime,4.6,1994.0,detective_investigates_complicated_murder_connected_organized_crime
1913,brave shadow 1913,action,A police officer uncovers a conspiracy while chasing an international criminal,3.9,2000.0,police_officer_uncovers_conspiracy_chasing_international_criminal
1812,crimson kingdom 1812,sci-fi,Humans use advanced technology to travel through time and change the future,2.4,2005.0,human_use_advanced_technology_travel_time_change_future
1235,dark empire 1235,fantasy,   A young warrior discovers magical powers and must protect an ancient kingdom   ,9.2,1982.0,young_warrior_discovers_magical_power_must_protect_ancient_kingdom
694,infinite warrior 694,action,A former soldier returns to rescue civilians from a powerful enemy,2.0,2005.0,former_soldier_return_rescue_civilian_powerful_enemy
73,secret journey 73,comedy,A family vacation turns into a collection of ridiculous and embarrassing situations,1.0,2020.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
950,last story 950,comedy,   A family vacation turns into a collection of ridiculous and embarrassing situations   ,3.9,2016.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
1549,lonely heart 1549,action,A former soldier returns to rescue civilians from a powerful enemy,5.3,2001.0,former_soldier_return_rescue_civilian_powerful_enemy
1262,electric warrior 1262,animation,A curious child befriends a magical creature and explores a hidden kingdom,5.0,1982.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1620,brave mission 1620,animation,An unlikely group of animated heroes works together to protect their city,9.2,2007.0,unlikely_group_animated_hero_work_together_protect_city
482,ancient heart 482,fantasy,A young warrior discovers magical powers and must protect an ancient kingdom,7.3,1993.0,young_warrior_discovers_magical_power_must_protect_ancient_kingdom
1158,final memory 1158,fantasy,A group of heroes travels through a magical land to defeat an evil ruler,6.2,2015.0,group_hero_travel_magical_land_defeat_evil_ruler
507,frozen city 507,animation,An unlikely group of animated heroes works together to protect their city,6.7,2020.0,unlikely_group_animated_hero_work_together_protect_city
1223,midnight warrior 1223,crime,Police officers investigate a series of robberies committed by a mysterious gang,3.4,2024.0,police_officer_investigate_series_robbery_committed_mysterious_gang
908,lonely empire 908,horror,A group of friends becomes trapped in a forest where something mysterious follows them,6.1,2014.0,group_friend_becomes_trapped_forest_something_mysterious_follows
1056,final empire 1056,crime,A criminal mastermind plans a risky robbery while detectives follow his movements,1.6,1993.0,criminal_mastermind_plan_risky_robbery_detective_follow_movement
1800,lonely hero 1800,drama,Two brothers confront their troubled past after returning to their hometown,5.8,1994.0,two_brother_confront_troubled_past_returning_hometown
312,infinite secret 312,romance,A young couple struggles to keep their relationship alive while pursuing their dreams,2.1,1992.0,young_couple_struggle_keep_relationship_alive_pursuing_dream
1481,dark warrior 1481,animation,A curious child befriends a magical creature and explores a hidden kingdom,8.6,2006.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1720,unknown empire 1720, horror ,A journalist investigates strange disappearances connected to an abandoned building,3.4,1980.0,journalist_investigates_strange_disappearance_connected_abandoned_building
1320,last signal 1320,romance,A young couple struggles to keep their relationship alive while pursuing their dreams,9.5,1987.0,young_couple_struggle_keep_relationship_alive_pursuing_dream
1360,frozen secret 1360,romance,TWO PEOPLE FROM DIFFERENT BACKGROUNDS BEGIN A COMPLICATED ROMANTIC RELATIONSHIP !!! @#$,1.8,2009.0,two_people_different_background_begin_complicated_romantic_relationship
310,final adventure 310,drama,A family struggles with relationships and difficult choices after an unexpected event 6692 ###,8.3,2000.0,family_struggle_relationship_difficult_choice_unexpected_event
227,midnight signal 227,horror,A family moves into an old house and discovers a terrifying supernatural presence,2.6,1989.0,family_move_old_house_discovers_terrifying_supernatural_presence
1337,frozen city 1337,adventure,Friends follow an ancient map that leads them on an unexpected adventure,8.7,2022.0,friend_follow_ancient_map_lead_unexpected_adventure
1774,electric road 1774,romance,A musician falls in love with an artist while both struggle with their careers,4.3,2010.0,musician_fall_love_artist_struggle_career
938,midnight empire 938,action,A former soldier returns to rescue civilians from a powerful enemy,13.5,2024.0,former_soldier_return_rescue_civilian_powerful_enemy
149,final warrior 149,action,A police officer uncovers a conspiracy while chasing an international criminal,7.2,1998.0,police_officer_uncovers_conspiracy_chasing_international_criminal
765,dark world 765,action,A WARRIOR SEEKS REVENGE AFTER HIS FAMILY IS ATTACKED BY A RUTHLESS GANG !!! @#$,6.4,2014.0,warrior_seek_revenge_family_attacked_ruthless_gang
1252,crimson heart 1252,comedy,A group of friends gets into hilarious trouble during a weekend trip,3.1,2007.0,group_friend_get_hilarious_trouble_weekend_trip
693,infinite adventure 693,adventure,Friends follow an ancient map that leads them on an unexpected adventure,3.4,2026.0,friend_follow_ancient_map_lead_unexpected_adventure
965,dark road 965,sci-fi,Humans use advanced technology to travel through time and change the future,3.7,2011.0,human_use_advanced_technology_travel_time_change_future
988,burning hero 988,comedy,   A family vacation turns into a collection of ridiculous and embarrassing situations   ,9.9,1982.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
576,wild empire 576,animation,A group of talking animals works together to save their home from danger,4.4,2007.0,group_talking_animal_work_together_save_home_danger
558,midnight world 558,sci-fi,A mysterious signal from space leads researchers to an unknown alien civilization 6038 ###,8.6,2026.0,mysterious_signal_space_lead_researcher_unknown_alien_civilization
1747,midnight planet 1747,sci-fi,A crew becomes stranded on a distant planet after their spacecraft is damaged,5.2,2018.0,crew_becomes_stranded_distant_planet_spacecraft_damaged
702,burning secret 702,adventure,Friends follow an ancient map that leads them on an unexpected adventure,1.9,2022.0,friend_follow_ancient_map_lead_unexpected_adventure
1250,hidden city 1250,action,A police officer uncovers a conspiracy while chasing an international criminal,4.6,2017.0,police_officer_uncovers_conspiracy_chasing_international_criminal
1456,broken hero 1456,action,A former soldier returns to rescue civilians from a powerful enemy,3.7,2006.0,former_soldier_return_rescue_civilian_powerful_enemy
1256,frozen road 1256,drama,A talented student works hard to overcome personal and financial challenges,1.3,1983.0,talented_student_work_hard_overcome_personal_financial_challenge
168,last empire 168,romance,Childhood friends reunite years later and discover feelings for each other,4.0,2024.0,childhood_friend_reunite_year_later_discover_feeling
1101,burning warrior 1101,comedy,An unlucky employee creates chaos while trying to impress a new manager,3.8,1980.0,unlucky_employee_creates_chaos_trying_impress_new_manager
287,lost heart 287,crime,A criminal mastermind plans a risky robbery while detectives follow his movements,1.4,2004.0,criminal_mastermind_plan_risky_robbery_detective_follow_movement
1727,broken empire 1727,horror,A woman begins seeing frightening events after finding a mysterious object,4.4,2003.0,woman_begin_seeing_frightening_event_finding_mysterious_object
1968,unknown dream 1968,adventure,A group of explorers searches for a legendary treasure hidden in an ancient land,5.5,2023.0,group_explorer_search_legendary_treasure_hidden_ancient_land
599,wild storm 599,fantasy,A young warrior discovers magical powers and must protect an ancient kingdom,2.6,2000.0,young_warrior_discovers_magical_power_must_protect_ancient_kingdom
1059,crimson adventure 1059,fantasy,A mysterious portal transports a student into a world of magic and mythical creatures,6.0,2008.0,mysterious_portal_transport_student_world_magic_mythical_creature
1764,burning secret 1764,drama,A businessman reevaluates his life after experiencing a major personal loss,3.7,1994.0,businessman_reevaluates_life_experiencing_major_personal_loss
1279,unknown storm 1279,sci-fi,A mysterious signal from space leads researchers to an unknown alien civilization,8.2,2019.0,mysterious_signal_space_lead_researcher_unknown_alien_civilization
1709,burning road 1709,animation,Toys secretly come alive and begin an exciting adventure when humans leave,6.7,1985.0,toy_secretly_come_alive_begin_exciting_adventure_human_leave
1129,frozen world 1129,romance,A musician falls in love with an artist while both struggle with their careers,9.2,2019.0,musician_fall_love_artist_struggle_career
1330,dark world 1330,fantasy,   A mysterious portal transports a student into a world of magic and mythical creatures   ,5.5,2004.0,mysterious_portal_transport_student_world_magic_mythical_creature
953,crimson adventure 953,adventure,Friends follow an ancient map that leads them on an unexpected adventure,2.3,1982.0,friend_follow_ancient_map_lead_unexpected_adventure
42,wild journey 42,comedy,An unlucky employee creates chaos while trying to impress a new manager,4.4,2004.0,unlucky_employee_creates_chaos_trying_impress_new_manager
1321,burning shadow 1321,sci-fi,A mysterious signal from space leads researchers to an unknown alien civilization,8.4,2011.0,mysterious_signal_space_lead_researcher_unknown_alien_civilization
942,dark night 942,animation,An unlikely group of animated heroes works together to protect their city,1.4,2014.0,unlikely_group_animated_hero_work_together_protect_city
753,final hero 753,action,A warrior seeks revenge after his family is attacked by a ruthless gang,1.1,1984.0,warrior_seek_revenge_family_attacked_ruthless_gang
610,ancient kingdom 610,sci-fi,Humans use advanced technology to travel through time and change the future,4.7,1990.0,human_use_advanced_technology_travel_time_change_future
1133,last planet 1133,comedy,A family vacation turns into a collection of ridiculous and embarrassing situations,4.0,2023.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
1539,wild storm 1539,animation,   A group of talking animals works together to save their home from danger   ,5.2,2012.0,group_talking_animal_work_together_save_home_danger
1890,hidden empire 1890,animation,A group of talking animals works together to save their home from danger,4.7,2011.0,group_talking_animal_work_together_save_home_danger
1685,secret journey 1685,crime,A detective investigates a complicated murder connected to organized crime,9.8,2012.0,detective_investigates_complicated_murder_connected_organized_crime
494,ancient empire 494,drama,   Two brothers confront their troubled past after returning to their hometown   ,7.4,2008.0,two_brother_confront_troubled_past_returning_hometown
1862,golden storm 1862,comedy,   A group of friends gets into hilarious trouble during a weekend trip   ,4.3,2003.0,group_friend_get_hilarious_trouble_weekend_trip
278,silent city 278,adventure,A group of explorers searches for a legendary treasure hidden in an ancient land,3.6,2010.0,group_explorer_search_legendary_treasure_hidden_ancient_land
1996,secret memory 1996,crime,A criminal mastermind plans a risky robbery while detectives follow his movements,8.7,2019.0,criminal_mastermind_plan_risky_robbery_detective_follow_movement
359,unknown dream 359,horror,Visitors to an isolated village discover a dark secret hidden by the residents,7.1,2004.0,visitor_isolated_village_discover_dark_secret_hidden_resident
1203,burning heart 1203,action,A former soldier returns to rescue civilians from a powerful enemy,5.4,2018.0,former_soldier_return_rescue_civilian_powerful_enemy
237,secret night 237,romance,Childhood friends reunite years later and discover feelings for each other,2.1,2011.0,childhood_friend_reunite_year_later_discover_feeling
1737,ancient road 1737,action,A warrior seeks revenge after his family is attacked by a ruthless gang,2.4,2012.0,warrior_seek_revenge_family_attacked_ruthless_gang
209,infinite secret 209,drama,   A teacher inspires struggling students while facing challenges in his own life   ,2.0,2012.0,teacher_inspires_struggling_student_facing_challenge_life
1500,electric kingdom 1500,fantasy,A group of heroes travels through a magical land to defeat an evil ruler,2.2,1982.0,group_hero_travel_magical_land_defeat_evil_ruler
721,brave empire 721,animation,An unlikely group of animated heroes works together to protect their city,8.0,1991.0,unlikely_group_animated_hero_work_together_protect_city
863,final night 863,crime,Police officers investigate a series of robberies committed by a mysterious gang,3.9,2012.0,police_officer_investigate_series_robbery_committed_mysterious_gang
59,ancient story 59,action,A skilled agent fights a dangerous criminal organization to protect the city,5.5440406976744185,1988.0,skilled_agent_fight_dangerous_criminal_organization_protect_city
632,unknown hero 632,action,A superhero battles villains who threaten to destroy the world,8.9,1996.0,superhero_battle_villain_threaten_destroy_world
1706,burning city 1706,sci-fi,A scientist builds an intelligent robot that begins to understand human emotions,2.3,2016.0,scientist_build_intelligent_robot_begin_understand_human_emotion
364,broken road 364,crime,A detective investigates a complicated murder connected to organized crime,1.9,2001.0,detective_investigates_complicated_murder_connected_organized_crime
1611,golden world 1611,romance,Two strangers meet unexpectedly and slowly fall in love despite their differences,8.8,2026.0,two_stranger_meet_unexpectedly_slowly_fall_love_despite_difference
734,crimson hero 734,action,A former soldier returns to rescue civilians from a powerful enemy,7.7,2015.0,former_soldier_return_rescue_civilian_powerful_enemy
1315,silent story 1315,drama,A talented student works hard to overcome personal and financial challenges,7.2,2000.0,talented_student_work_hard_overcome_personal_financial_challenge
1086,dark night 1086,fantasy,A prince must recover a powerful magical object before it falls into evil hands,1.2,2011.0,prince_must_recover_powerful_magical_object_fall_evil_hand
964,final planet 964,action,A warrior seeks revenge after his family is attacked by a ruthless gang,9.7,2015.0,warrior_seek_revenge_family_attacked_ruthless_gang
119,lonely world 119,horror,VISITORS TO AN ISOLATED VILLAGE DISCOVER A DARK SECRET HIDDEN BY THE RESIDENTS !!! @#$,9.5,1985.0,visitor_isolated_village_discover_dark_secret_hidden_resident
1710,ancient warrior 1710,horror,   A family moves into an old house and discovers a terrifying supernatural presence   ,6.7,1984.0,family_move_old_house_discovers_terrifying_supernatural_presence
707,broken mission 707,animation,A curious child befriends a magical creature and explores a hidden kingdom,5.0,2016.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1654,golden dream 1654,fantasy,A prince must recover a powerful magical object before it falls into evil hands,4.3,2000.0,prince_must_recover_powerful_magical_object_fall_evil_hand
746,infinite road 746,action,A former soldier returns to rescue civilians from a powerful enemy,7.0,2001.0,former_soldier_return_rescue_civilian_powerful_enemy
523,silent city 523,animation,A group of talking animals works together to save their home from danger,5.8,1980.0,group_talking_animal_work_together_save_home_danger
1402,infinite shadow 1402,horror,A journalist investigates strange disappearances connected to an abandoned building,6.7,1995.0,journalist_investigates_strange_disappearance_connected_abandoned_building
514,hidden adventure 514,sci-fi,A team of astronauts travels through deep space to discover a new planet for humanity,2.1,1990.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
82,silent world 82,comedy,A group of friends gets into hilarious trouble during a weekend trip,3.2,2010.0,group_friend_get_hilarious_trouble_weekend_trip
1866,infinite kingdom 1866,animation,An unlikely group of animated heroes works together to protect their city,6.4,2014.0,unlikely_group_animated_hero_work_together_protect_city
1107,secret night 1107,romance,A musician falls in love with an artist while both struggle with their careers,6.9,1984.0,musician_fall_love_artist_struggle_career
381,electric memory 381,romance,Childhood friends reunite years later and discover feelings for each other,4.7,2015.0,childhood_friend_reunite_year_later_discover_feeling
1118,hidden storm 1118, drama ,A teacher inspires struggling students while facing challenges in his own life,9.4,2002.0,teacher_inspires_struggling_student_facing_challenge_life
85,hidden shadow 85,sci-fi,A SCIENTIST BUILDS AN INTELLIGENT ROBOT THAT BEGINS TO UNDERSTAND HUMAN EMOTIONS !!! @#$,2.6,2024.0,scientist_build_intelligent_robot_begin_understand_human_emotion
1809,lost storm 1809,action,A police officer uncovers a conspiracy while chasing an international criminal,12.4,1991.0,police_officer_uncovers_conspiracy_chasing_international_criminal
673,infinite night 673,comedy,An unlucky employee creates chaos while trying to impress a new manager,1.9,2012.0,unlucky_employee_creates_chaos_trying_impress_new_manager
775,final world 775,animation,Toys secretly come alive and begin an exciting adventure when humans leave 8145 ###,3.2,1994.0,toy_secretly_come_alive_begin_exciting_adventure_human_leave
330,burning hero 330,adventure,A group of explorers searches for a legendary treasure hidden in an ancient land,3.9,2009.0,group_explorer_search_legendary_treasure_hidden_ancient_land
7,secret journey 7,fantasy,An ancient prophecy sends unlikely heroes on a dangerous magical journey,5.8,2004.0,ancient_prophecy_sends_unlikely_hero_dangerous_magical_journey
1721,wild planet 1721,fantasy,A mysterious portal transports a student into a world of magic and mythical creatures,9.4,2021.0,mysterious_portal_transport_student_world_magic_mythical_creature
165,wild city 165,animation,A curious child befriends a magical creature and explores a hidden kingdom,9.7,1988.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
1404,electric secret 1404,animation,Toys secretly come alive and begin an exciting adventure when humans leave,9.5,2008.0,toy_secretly_come_alive_begin_exciting_adventure_human_leave
452,midnight heart 452,fantasy,A young warrior discovers magical powers and must protect an ancient kingdom,3.6,2004.0,young_warrior_discovers_magical_power_must_protect_ancient_kingdom
491,lonely kingdom 491,romance,A musician falls in love with an artist while both struggle with their careers,3.6,1991.0,musician_fall_love_artist_struggle_career
1600,lost mission 1600,drama,Two brothers confront their troubled past after returning to their hometown,1.6,1992.0,two_brother_confront_troubled_past_returning_hometown
288,secret world 288,adventure,Explorers enter an unknown island filled with dangerous creatures and hidden secrets,8.1,2002.0,explorer_enter_unknown_island_filled_dangerous_creature_hidden_secret
1092,crimson city 1092,romance,A musician falls in love with an artist while both struggle with their careers,7.8,2006.0,musician_fall_love_artist_struggle_career
88,electric memory 88,adventure,Friends follow an ancient map that leads them on an unexpected adventure,4.8,2015.0,friend_follow_ancient_map_lead_unexpected_adventure
910,final mission 910,crime,An investigator uncovers corruption involving powerful people in the city,2.4,1998.0,investigator_uncovers_corruption_involving_powerful_people_city
1542,midnight mission 1542,drama,A businessman reevaluates his life after experiencing a major personal loss,8.6,2007.0,businessman_reevaluates_life_experiencing_major_personal_loss
1867,wild night 1867,animation,A curious child befriends a magical creature and explores a hidden kingdom,6.7,2024.0,curious_child_befriends_magical_creature_explores_hidden_kingdom
945,ancient night 945,comedy,A family vacation turns into a collection of ridiculous and embarrassing situations,2.3,2001.0,family_vacation_turn_collection_ridiculous_embarrassing_situation
1836,final adventure 1836,action,A SUPERHERO BATTLES VILLAINS WHO THREATEN TO DESTROY THE WORLD !!! @#$,9.9,1996.0,superhero_battle_villain_threaten_destroy_world
941,hidden road 941,animation,An unlikely group of animated heroes works together to protect their city,9.4,2020.0,unlikely_group_animated_hero_work_together_protect_city
1030,secret shadow 1030,sci-fi,A team of astronauts travels through deep space to discover a new planet for humanity,5.5,1995.0,team_astronaut_travel_deep_space_discover_new_planet_humanity
1108,secret shadow 1108,drama,A businessman reevaluates his life after experiencing a major personal loss,3.3,1984.0,businessman_reevaluates_life_experiencing_major_personal_loss
1178,burning secret 1178,drama,   A family struggles with relationships and difficult choices after an unexpected event   ,5.2,2014.0,family_struggle_relationship_difficult_choice_unexpected_event
1436,silent city 1436,fantasy,A prince must recover a powerful magical object before it falls into evil hands,6.7,2008.0,prince_must_recover_powerful_magical_object_fall_evil_hand
1779,hidden secret 1779,animation,A young hero enters a magical world and discovers an unexpected power,7.5,1980.0,young_hero_enters_magical_world_discovers_unexpected_power
328,ancient empire 328,drama,Two brothers confront their troubled past after returning to their hometown,2.8,2018.0,two_brother_confront_troubled_past_returning_hometown
